window_start_ms,window_end_ms,label,capture_role,plc_ip,session_id,host_id,scenario_id,episode_id,opcua_packet_count,opcua_byte_count,opcua_frame_len_mean,opcua_frame_len_std,opcua_unique_src_ip_count,opcua_unique_dst_ip_count,opcua_unique_tcp_stream_count,opcua_hel_count,opcua_opn_count,opcua_msg_count,opcua_clo_count,opcua_err_count,opcua_status_good_count,opcua_status_uncertain_count,opcua_status_bad_count,opcua_get_endpoints_count,opcua_open_secure_channel_count,opcua_close_secure_channel_count,opcua_create_session_count,opcua_activate_session_count,opcua_close_session_count,opcua_browse_count,opcua_read_count,opcua_write_count,opcua_create_subscription_count,opcua_create_monitored_items_count,opcua_max_create_session_by_single_src,opcua_max_browse_by_single_src
1786293670000,1786293675000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,218,28728,131.78,37.077,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293675000,1786293680000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293680000,1786293685000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,206,27660,134.272,35.321,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293685000,1786293690000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293690000,1786293695000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,244,32942,135.008,33.829,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293695000,1786293700000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,218,28964,132.862,34.512,2,2,1,0,0,94,0,0,47,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
1786293700000,1786293705000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293705000,1786293710000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293710000,1786293715000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293715000,1786293720000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,242,32886,135.893,33.699,2,2,1,0,0,108,0,0,54,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293720000,1786293725000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293725000,1786293730000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293730000,1786293735000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28152,134.057,33.576,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293735000,1786293740000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293740000,1786293745000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293745000,1786293750000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33658,133.563,33.486,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293750000,1786293755000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,246,33394,135.748,33.065,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293755000,1786293760000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28752,133.111,38.263,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293760000,1786293765000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293765000,1786293770000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28536,133.346,36.51,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293770000,1786293775000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293775000,1786293780000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293780000,1786293785000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33418,134.75,32.41,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293785000,1786293790000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293790000,1786293795000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,208,27812,133.712,35.843,2,2,1,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
1786293795000,1786293800000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293800000,1786293805000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293805000,1786293810000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,254,34018,133.929,36.6,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293810000,1786293815000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,242,32542,134.471,32.318,2,2,1,0,0,107,0,0,53,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293815000,1786293820000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,222,29340,132.162,34.889,2,2,1,0,0,95,0,0,48,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
1786293820000,1786293825000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293825000,1786293830000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28248,134.514,34.966,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293830000,1786293835000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33658,133.563,33.486,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293835000,1786293840000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28560,134.717,38.105,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293840000,1786293845000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293845000,1786293850000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28488,133.121,36.083,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293850000,1786293855000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33658,133.563,33.486,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293855000,1786293860000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33514,135.137,33.623,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293860000,1786293865000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,208,28136,135.269,36.888,2,2,1,0,0,91,0,0,45,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293865000,1786293870000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,246,33070,134.431,32.103,2,2,1,0,0,109,0,0,55,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0
1786293870000,1786293875000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28416,134.038,35.974,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293875000,1786293880000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33754,133.944,34.656,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293880000,1786293885000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293885000,1786293890000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,210,28152,134.057,33.576,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293890000,1786293895000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,252,33898,134.516,36.143,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293895000,1786293900000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28368,133.811,35.541,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293900000,1786293905000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,100,13396,133.96,32.66,2,2,1,0,0,44,0,0,22,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
