window_start_ms,window_end_ms,label,capture_role,plc_ip,session_id,host_id,scenario_id,episode_id,opcua_packet_count,opcua_byte_count,opcua_frame_len_mean,opcua_frame_len_std,opcua_unique_src_ip_count,opcua_unique_dst_ip_count,opcua_unique_tcp_stream_count,opcua_hel_count,opcua_opn_count,opcua_msg_count,opcua_clo_count,opcua_err_count,opcua_status_good_count,opcua_status_uncertain_count,opcua_status_bad_count,opcua_get_endpoints_count,opcua_open_secure_channel_count,opcua_close_secure_channel_count,opcua_create_session_count,opcua_activate_session_count,opcua_close_session_count,opcua_browse_count,opcua_read_count,opcua_write_count,opcua_create_subscription_count,opcua_create_monitored_items_count,opcua_max_create_session_by_single_src,opcua_max_browse_by_single_src
1786293000000,1786293005000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293005000,1786293010000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,254,33730,132.795,33.595,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293010000,1786293015000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28464,134.264,36.848,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293015000,1786293020000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33778,135.112,35.663,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293020000,1786293025000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,214,28632,133.794,37.777,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293025000,1786293030000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33370,134.556,32.003,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293030000,1786293035000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,220,29556,134.345,35.505,2,2,1,0,0,96,0,0,48,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0
1786293035000,1786293040000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,240,32374,134.892,34.003,2,2,1,0,0,106,0,0,53,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
1786293040000,1786293045000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33634,134.536,34.153,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293045000,1786293050000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,212,28272,133.358,34.178,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293050000,1786293055000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,248,33658,135.718,35.158,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1786293055000,1786293060000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,216,28608,132.444,36.594,2,2,1,0,0,92,0,0,46,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
1786293060000,1786293065000,benign,mirror,192.168.210.211,unknown_session,unknown_host,unlabeled,unlabeled,250,33490,133.96,32.562,2,2,1,0,0,110,0,0,55,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
